scenario,label,effTotalElectricalFuelMassEfficiency,effTotalElectricalFuelMassEfficiency_lowerError,effTotalElectricalFuelMassEfficiency_upperError,
2-4dimethylhexane_CBB_EEU,"2-4dimethylhexane_CBB_EEU",129823.99957554604,16563.751669983438,5901.090889797531
2-4dimethyloctane_CBB_EEU,"2-4dimethyloctane_CBB_EEU",127950.88819179292,16532.97993489458,5815.949463263285
2-4dimethyldecane_CBB_EEU,"2-4dimethyldecane_CBB_EEU",126094.25715267,16212.11877677188,5731.557143303144
2-5dimethylheptane_CBB_EEU,"2-5dimethylheptane_CBB_EEU",133963.10507290997,17542.787569071515,6089.232048768652
2-5dimethylnonane_CBB_EEU,"2-5dimethylnonane_CBB_EEU",130861.04731327113,17011.936150725247,5948.2294233304565
3-5dimethyloctane_CBB_EEU,"3-5dimethyloctane_CBB_EEU",132263.83947915674,18689.455578576482,6011.992703598051
3-5dimethyldecane_CBB_EEU,"3-5dimethyldecane_CBB_EEU",129696.95021417487,18013.46530752431,5895.315918826134
4-6dimethyldecane_CBB_EEU,"4-6dimethyldecane_CBB_EEU",129696.95021417487,18013.46530752431,5895.315918826134
2-4-6trimethyloctane_CBB_EEU,"2-4-6trimethyloctane_CBB_EEU",128898.1316035721,17339.08876900839,5859.005981980576
2-4-6-trimethyldecane_CBB_EEU,"2-4-6-trimethyldecane_CBB_EEU",127038.67107745896,16919.997676255458,5774.485048975403
2-4-6-8-tetramethyldecane_CBB_EEU,"2-4-6-8-tetramethyldecane_CBB_EEU",127849.50843725186,17527.755188978088,5811.341292602374
2-4dimethylhexane_CBB_H2,"2-4dimethylhexane_CBB_H2",122475.47129768496,15626.180820739115,2083.490776098566
2-4dimethyloctane_CBB_H2,"2-4dimethyloctane_CBB_H2",120708.3850865971,15597.150881976078,2079.6201175968017
2-4dimethyldecane_CBB_H2,"2-4dimethyldecane_CBB_H2",118956.84637044341,15294.451676199882,2039.2602234933292
2-5dimethylheptane_CBB_H2,"2-5dimethylheptane_CBB_H2",126380.28780463203,16549.79959346373,2206.6399457951775
2-5dimethylnonane_CBB_H2,"2-5dimethylnonane_CBB_H2",123453.81822006713,16048.996368608729,2139.866182481157
3-5dimethyloctane_CBB_H2,"3-5dimethyloctane_CBB_H2",124777.20705580823,17631.5618665816,2350.8749155442056
3-5dimethyldecane_CBB_H2,"3-5dimethyldecane_CBB_H2",122355.61340959895,16993.835195777603,2265.8446927703917
4-6dimethyldecane_CBB_H2,"4-6dimethyldecane_CBB_H2",122355.61340959895,16993.835195777603,2265.8446927703917
2-4-6trimethyloctane_CBB_H2,"2-4-6trimethyloctane_CBB_H2",121602.01094676615,16357.630914158857,2181.0174552212266
2-4-6-trimethyldecane_CBB_H2,"2-4-6-trimethyldecane_CBB_H2",119847.8029032632,15962.261958731557,2128.301594497534
2-4-6-8-tetramethyldecane_CBB_H2,"2-4-6-8-tetramethyldecane_CBB_H2",120612.74380872818,16535.618102809472,2204.7490803745895
